term,length,letterCount,numberCount,spaceCount,startsWithNumber,endsWithNumber,isPartNumber
Molex 2x15 STM,14,9,3,2,0,0,0
5915,4,0,4,0,1,1,1
44A0,4,1,3,0,1,1,1
AC0402KRX7R8BB221,17,8,9,0,0,1,1
2a107,5,1,4,0,1,1,1
7U16000E12UCF,13,5,8,0,1,0,1
B32653A1153K000,15,3,12,0,0,1,1
LT2640ACTS8,11,6,5,0,0,1,1
GRM1555C1H390JA02L,18,8,10,0,0,0,1
AD7980BRMZ,10,6,4,0,0,0,1
AC0402KRX7R8BB222,17,8,9,0,0,1,1
CWR11HC336JCB,13,8,5,0,0,0,1
T59EE477M016C0025,17,5,12,0,0,1,1
AC0805KKX7R9BB105,17,8,9,0,0,1,1
SPC560C50L3C6E0X,16,8,8,0,0,0,1
MAX4466EXK,10,6,4,0,0,0,1
LM324DTBG,9,6,3,0,0,0,1
CY8C24894,9,3,6,0,0,1,1
EL817,5,2,3,0,0,1,1
44A0,4,1,3,0,1,1,1
PMDDL5824,9,5,4,0,0,1,1
RMCF0402ZT0R00,14,7,7,0,0,1,1
MX25L8006EM1I,13,6,7,0,0,0,1
BSO615CGXUMA1,13,9,4,0,0,1,1
SS8050DTA,9,5,4,0,0,0,1
WW12PR200FTL,12,7,5,0,0,0,1
AD8611ARZ,9,5,4,0,0,0,1
VNL5160,7,3,4,0,0,1,1
LDL1117S33R,11,5,6,0,0,0,1
S1VB60,6,3,3,0,0,1,1
NFL18SP157X1A3D,15,8,7,0,0,0,1
AC0402KRX7R8BB333,17,8,9,0,0,1,1
2131,4,0,4,0,1,1,1
BAT54,5,3,2,0,0,1,1
sn74lv14apw,11,7,4,0,0,0,1
mems oscillators,16,15,0,1,0,0,0
GRM219R71E105KA88D,18,8,10,0,0,0,1
AC0402KRX7R8BB331,17,8,9,0,0,1,1
AD0812MB,8,4,4,0,0,0,1
MCP6021,7,3,4,0,0,1,1
FDMF5062,8,4,4,0,0,1,1
IPC90N04S53R6ATMA1,18,10,8,0,0,1,1
TPS7B6833QPWPRQ1,16,10,6,0,0,1,1
SN65HVD74DR,11,7,4,0,0,0,1
CD4052,6,2,4,0,0,1,1
rt595,5,2,3,0,0,1,1
UPW1H100MDD,11,7,4,0,0,0,1
RGS60TS65DHRC11,15,9,6,0,0,1,1
6860,4,0,4,0,1,1,1
hall sensor,11,10,0,1,0,0,0
ERNI 214049,11,4,6,1,0,1,0
GRM155B31C104K,14,6,8,0,0,0,1
UEA112,6,3,3,0,0,1,1
STM32H755ZIT6,13,7,6,0,0,1,1
C3216X5R0J226MT000N,19,7,12,0,0,0,1
44A0,4,1,3,0,1,1,1
BLF645,6,3,3,0,0,1,1
172175,6,0,6,0,1,1,1
MAX9621AUB,10,6,4,0,0,0,1
MAX3232ECWE,11,7,4,0,0,0,1
REF3140AIDBZ,12,8,4,0,0,0,1
BCM5396KFBG,11,7,4,0,0,0,1
LQW15AN6N8G00D,14,8,6,0,0,0,1
LQW15AN3N0B00D,14,8,6,0,0,0,1
YACT26JJ20H,11,7,4,0,0,0,1
BCM5241A1IMLGT,14,9,5,0,0,0,1
1SS400SMT2R,11,6,5,0,1,0,1
CL05C390JB5NNNC,15,9,6,0,0,0,1
UCC21710QDW,11,6,5,0,0,0,1
BCM54182B0KQLEG,15,9,6,0,0,0,1
ADUM6400CRIZ,12,8,4,0,0,0,1
lm2903,6,2,4,0,0,1,1
LM5176RHF,9,5,4,0,0,0,1
CSD25481F4T,11,5,6,0,0,0,1
ULN2003A,8,4,4,0,0,0,1
IPD11DP10NMATMA1,16,11,5,0,0,1,1
dip female,10,9,0,1,0,0,0
ERNI 214158,11,4,6,1,0,1,0
wire,4,4,0,0,0,0,0
C2012X5R1H335K125AB,19,7,12,0,0,0,1
S9S12G96F0CLF,13,7,6,0,0,0,1
BLM21AG102SN1D,14,8,6,0,0,0,1
SWPA8040S680MT,14,7,7,0,0,0,1
HR961160C,9,3,6,0,0,0,1
STB100N6F7,10,5,5,0,0,1,1
NCV8871BSTGEVB,14,10,4,0,0,0,1
URB2405S10WR3,13,6,7,0,0,1,1
MHQ1005P2N0BT000,16,7,9,0,0,1,1
BCM5461SA2KQMG,14,9,5,0,0,0,1
BLM18PG300SN1D,14,8,6,0,0,0,1
SN65LVDS1DR,11,8,3,0,0,0,1
BLM21PG221SH1D,14,8,6,0,0,0,1
BC847AW,7,4,3,0,0,0,1
trim pot,8,7,0,1,0,0,0
Vishay MRS25,12,9,2,1,0,1,0
BCW72T116,9,4,5,0,0,1,1
ADG5204BRUZ,11,7,4,0,0,0,1
MIC29502WU,10,5,5,0,0,0,1
ADP5131,7,3,4,0,0,1,1
MHQ1005P24,10,4,6,0,0,1,1
TIP127L,7,4,3,0,0,0,1
TRS3227EIDB,11,7,4,0,0,0,1
MPM3632CGQV,11,7,4,0,0,0,1
TAJB106K0RNJ,12,8,4,0,0,0,1
KSU213WLFG,10,7,3,0,0,0,1
NC7SV125P5X,11,6,5,0,0,0,1
NPIM42CR10MTRF,14,10,4,0,0,0,1
TPS27S100APWPR,14,9,5,0,0,0,1
1822752,7,0,7,0,1,1,1
BCM54811A2KMLG,14,8,6,0,0,0,1
TPS62080ADSGT,13,8,5,0,0,0,1
LT1787HVIS8,11,6,5,0,0,1,1
IPZ65R045C7,11,5,6,0,0,1,1
ADG5204BRUZ,11,7,4,0,0,0,1
DRV8843PWPR,11,7,4,0,0,0,1
15KPA180CA,10,5,5,0,1,0,1
F611BG,6,3,3,0,0,0,1
BLM31AJ601SN1,13,7,6,0,0,1,1
raspberry pi,12,11,0,1,0,0,0
BCM54616SC0KFBG,15,9,6,0,0,0,1
HVD3605A,8,4,4,0,0,0,1
BCM56170B0KFSBG,15,9,6,0,0,0,1
1210J025039,11,1,10,0,1,1,1
MIMX8MM6DVTLZAA,15,13,2,0,0,0,1
IPB50R199CP,11,6,5,0,0,0,1
MT5705,6,2,4,0,0,1,1
IRF9510SPBF,11,7,4,0,0,0,1
RA07N4047M,10,4,6,0,0,0,1
BCM5482SA2IFBG,14,9,5,0,0,0,1
M243082328,10,1,9,0,0,1,1
BS250P,6,3,3,0,0,0,1
Vishay MRS25,12,9,2,1,0,1,0
STM32F469IIT6,13,7,6,0,0,1,1
AGN21024,8,3,5,0,0,1,1
ADUCM361BCPZ128,15,9,6,0,0,1,1
1  0402 Thin Film Resistor,26,16,5,5,1,0,0
C4AFBBW4400F3OK,15,9,6,0,0,0,1
SN65HVD70DGS,12,8,4,0,0,0,1
OPA211,6,3,3,0,0,1,1
GRM21BB31D106KE15K,18,9,9,0,0,0,1
5P49V6975,9,2,7,0,1,1,1
C2220C102,9,2,7,0,0,1,1
LFA30F12J1,10,5,5,0,0,1,1
E2 Lite,7,5,1,1,0,0,0
LM4040B25IDCKR,14,8,6,0,0,0,1
4421,4,0,4,0,1,1,1
MMSS1,5,4,1,0,0,1,1
IP5306,6,2,4,0,0,1,1
Hall sensor,11,10,0,1,0,0,0
PIC16LF1787,11,5,6,0,0,1,1
530G,4,1,3,0,1,0,1
VS3V3BA1EST15R,14,9,5,0,0,0,1
GZ1608D121TF,12,5,7,0,0,0,1
LQW18AN3N0C80D,14,8,6,0,0,0,1
C0603C474K8PAC7411,18,6,12,0,0,1,1
CF12N272JT51,12,5,7,0,0,1,1
AON6590,7,3,4,0,0,1,1
OPA211,6,3,3,0,0,1,1
BCM53286MKPBG,13,8,5,0,0,0,1
LM2903DR,8,4,4,0,0,0,1
GRM21BR61E226ME44L,18,9,9,0,0,0,1
NRVTSAF5100E,12,8,4,0,0,0,1
lm2903,6,2,4,0,0,1,1
BCM5482A2IFBG,13,8,5,0,0,0,1
74477613,8,0,8,0,1,1,1
B72214S0301K151,15,3,12,0,0,1,1
DAC7551IDRNR,12,8,4,0,0,0,1
AO4423L,7,3,4,0,0,0,1
ERNI 214158,11,4,6,1,0,1,0
BCM54182B0KQLEG,15,9,6,0,0,0,1
BCM54991ELB0KFEBG,17,11,6,0,0,0,1
12052834,8,0,8,0,1,1,1
C0402C104K9PACTU,16,8,8,0,0,0,1
713A,4,1,3,0,1,0,1
BCM5461SA2KQMG,14,9,5,0,0,0,1
BCM54612EB1KMLG,15,9,6,0,0,0,1
355070800,9,0,9,0,1,1,1
IN4148,6,2,4,0,0,1,1
MAX8880EUT,10,6,4,0,0,0,1
LSXND3030QKT6R8MNG,18,12,6,0,0,0,1
BCM54182B0KQLEG,15,9,6,0,0,0,1
SKRAAKE010,10,7,3,0,0,1,1
UMT1H3,6,4,2,0,0,1,1
SC14,4,2,2,0,0,1,1
SMI230,6,3,3,0,0,1,1
NCV8452STT1G,12,7,5,0,0,0,1
RT0402BRD07120KL,16,7,9,0,0,0,1
SGM2N60UFTF,11,8,3,0,0,0,1
LD05Y,5,3,2,0,0,0,1
OPA4350EA,9,5,4,0,0,0,1
NTHL040N65S3F,13,7,6,0,0,0,1
MKX2AW13902C00K,15,7,8,0,0,0,1
KSZ8081MLXCA,12,8,4,0,0,0,1
B66483,6,1,5,0,0,1,1
BCM5482SA2IFBG,14,9,5,0,0,0,1
D221SP04D64L,12,5,7,0,0,0,1
MPXAZ6115AP,11,7,4,0,0,0,1
UCTTM8,6,5,1,0,0,1,1
CEIP107,7,4,3,0,0,1,1
SQ2318AES,9,5,4,0,0,0,1
SN74LS674DW,11,6,5,0,0,0,1
mems oscillators,16,15,0,1,0,0,0
172946001,9,0,9,0,1,1,1
CGA6M3X7S2A475K200AE,20,10,10,0,0,0,1
VHF,3,3,0,0,0,0,1
47nf,4,2,2,0,1,0,0
RMC15DRAS,9,7,2,0,0,0,1
08051C223K4Z2A,14,4,10,0,1,0,1
RHC2512FT562R,13,6,7,0,0,0,1
BCM54680B0KFBG,14,8,6,0,0,0,1
CC0603KRX7R8BB102,17,8,9,0,0,1,1
F092,4,1,3,0,0,1,1
BCM56150A0KFSBLG,16,10,6,0,0,0,1
E2 Lite,7,5,1,1,0,0,0
L9753CAXPTR,11,7,4,0,0,0,1
SN74LVC2G53DCTR,15,10,5,0,0,0,1
1747t,5,1,4,0,1,0,1
322070,6,0,6,0,1,1,1
CC0805KKX7R9BB105,17,8,9,0,0,1,1
15975455026,11,0,11,0,1,1,1
MAX823sEUK,10,7,3,0,0,0,1
16633,5,0,5,0,1,1,1
34CMDP5,7,4,3,0,1,1,1
D2FP,4,3,1,0,0,0,1
stk,3,3,0,0,0,0,1
Mosfets,7,7,0,0,0,0,0
RK73H1JTTD56R0F,15,9,6,0,0,0,1
MIC2171WU,9,5,4,0,0,0,1
4373835,7,0,7,0,1,1,1
6627,4,0,4,0,1,1,1
TPD4E05U06DQAR,14,9,5,0,0,0,1
BCM5482A2IFBG,13,8,5,0,0,0,1
P1900MEL,8,4,4,0,0,0,1
INA2331AIPWR,12,8,4,0,0,0,1
REF3033AIDBZ,12,8,4,0,0,0,1
GRM155R71H103KA88D,18,8,10,0,0,0,1
AS5048,6,2,4,0,0,1,1
LM317S,6,3,3,0,0,0,1
MKP1T021505B00KSC9,18,8,10,0,0,1,1
MJTP1236CBLK,12,8,4,0,0,0,1
B82721K2152N1,13,3,10,0,0,1,1
21383,5,0,5,0,1,1,1
LQW18AN3N0C80D,14,8,6,0,0,0,1
C42334A44A5,11,3,8,0,0,1,1
BCM56150A0KFSBLG,16,10,6,0,0,0,1
LTC2755,7,3,4,0,0,1,1
BCM54616SC0IFBG,15,9,6,0,0,0,1
RF5110G,7,3,4,0,0,0,1
ATC100A1R2CW150X,16,8,8,0,0,0,1
250BXC22MEFC10X16,17,8,9,0,1,1,1
BCM54640EB2KFBG,15,9,6,0,0,0,1
SLPPA25BS,9,7,2,0,0,0,1
0603SF,6,2,4,0,1,0,1
2131,4,0,4,0,1,1,1
MMSS1,5,4,1,0,0,1,1
H56G42AS4DX014N,15,7,8,0,0,0,1
MHC3,4,3,1,0,0,1,1
AQV258H5AX,10,6,4,0,0,0,1
rlp mini,8,7,0,1,0,0,0
BCM5482SA2KFBG,14,9,5,0,0,0,1
NJM79M12FA,10,6,4,0,0,0,1
TMCS1101A1,10,5,5,0,0,1,1
MEF1S0305SP3C,13,7,6,0,0,0,1
APL5337KAI,10,6,4,0,0,0,1
INA226AIDGST,12,9,3,0,0,0,1
KF102M035I250,13,4,9,0,0,1,1
UCC20225AQNPLRQ1,16,10,6,0,0,1,1
NCV51705MNTWG,13,8,5,0,0,0,1
TAIYO YUDEN,11,10,0,1,0,0,0
MVR5364X,8,4,4,0,0,0,1
KF102M035I250,13,4,9,0,0,1,1
CA2110903,9,2,7,0,0,1,1
V300C24H150BL2,14,5,9,0,0,1,1
HT1621BRSZ,10,6,4,0,0,0,1
STM32F407VGT6TR,15,9,6,0,0,0,1
CRCW121010K0FKEA,16,9,7,0,0,0,1
tpic,4,4,0,0,0,0,0
C2220C223J1GACTU,16,8,8,0,0,0,1
2D02WGJ0000TCE,14,7,7,0,1,0,1
NB3N5573DT,10,5,5,0,0,0,1
IPA60R160C6XKSA1,16,9,7,0,0,1,1
S1Y,3,2,1,0,0,0,1
RC7711,6,2,4,0,0,1,1
1200662096,10,0,10,0,1,1,1
BCM54616SC0KFBG,15,9,6,0,0,0,1
BCM54811A2KMLG,14,8,6,0,0,0,1
SKRAAKE010,10,7,3,0,0,1,1
TPS60241DGKR,12,7,5,0,0,0,1
MMSS1,5,4,1,0,0,1,1
CC0402JRNPO9BN330,17,9,8,0,0,1,1
10M02SCU324C8GNW,16,8,8,0,1,0,1
C0805C474K3RACTU,16,8,8,0,0,0,1
NSVBAT54LT1G,12,9,3,0,0,0,1
SN74AVCH2T45DCT,15,10,5,0,0,0,1
PZT3906T1G,10,5,5,0,0,0,1
RK73H2BTTD2201F,15,8,7,0,0,0,1
LQG15HN3N9C02D,14,8,6,0,0,0,1
SMAJ18A,7,5,2,0,0,0,1
TIS320F28388D,13,5,8,0,0,0,1
SY7072AABC,10,6,4,0,0,0,1
HHSE630ELL101,13,7,6,0,0,1,1
7303SD,6,2,4,0,1,0,1
mems oscillators,16,15,0,1,0,0,0
RHC2512FT562R,13,6,7,0,0,0,1
KPSE07E8,8,5,3,0,0,1,1
1206GC101KAT,12,5,7,0,1,0,1
MCR01M,6,4,2,0,0,0,1
EVM3ESX50B12,12,7,5,0,0,1,1
RJ45,4,2,2,0,0,1,1
FT232RL,7,4,3,0,0,0,1
HT46R004,8,3,5,0,0,1,1
crcw,4,4,0,0,0,0,1
BCM5396KFBG,11,7,4,0,0,0,1
flat ribbon cable,17,15,0,2,0,0,0
solid state relay,17,15,0,2,0,0,0
BC127,5,2,3,0,0,1,1
NCP302035MNTWG,14,8,6,0,0,0,1
MBRD650CTG,10,7,3,0,0,0,1
NFM18CC222R1C3D,15,8,7,0,0,0,1
SN74LV14APWR,12,8,4,0,0,0,1
9454001560,11,0,11,0,1,1,1
NVMFS5844NL,11,7,4,0,0,0,1
SMBJ24CA,8,6,2,0,0,0,1
M55342K12B1E21RS6,17,6,11,0,0,1,1
RS61E,5,3,2,0,0,0,1
RK73H2ATTD1501F,15,8,7,0,0,0,1
Vishay MRS25,12,9,2,1,0,1,0
RXEF050,7,4,3,0,0,1,1
LC75847TSUALSE,14,9,5,0,0,0,1
EGXA,4,4,0,0,0,0,1
OPA211,6,3,3,0,0,1,1
RK73H2ATTD2402F,15,8,7,0,0,0,1
RK73H1JTTD33R0F,15,9,6,0,0,0,1
293D475X06R3A2TE3,17,6,11,0,1,1,1
SNMPU042,8,5,3,0,0,1,1
KSZ8863MLL,10,6,4,0,0,0,1
MMU01020C4999FB300,18,6,12,0,0,1,1
MAX6695AUB,10,6,4,0,0,0,1
500V Relays,11,7,3,1,1,0,0
Header 4,8,6,1,1,0,1,0
10M08DCF256C8G,14,6,8,0,1,0,1
SLPPA25BS,9,7,2,0,0,0,1
Mosfets,7,7,0,0,0,0,0
MJTP1236CBLK,12,8,4,0,0,0,1
SN74S163,8,3,5,0,0,1,1
BCM54680B0KFBG,14,8,6,0,0,0,1
GRM0335C1H121JA01D,18,8,10,0,0,0,1
S912XEP100BMAG,14,8,6,0,0,0,1
9061486901,11,0,11,0,1,1,1
DZDYDCD,7,7,0,0,0,0,1
10 ohm resistor,15,11,2,2,1,0,0
XL33290,7,2,5,0,0,1,1
flat ribbon cable,17,15,0,2,0,0,0
04025A150GAT2A,14,5,9,0,1,0,1
TL081IP,7,4,3,0,0,0,1
6147,4,0,4,0,1,1,1
SR215A16,8,3,5,0,0,1,1
BCM5396IFBG,11,7,4,0,0,0,1
IR4427,6,2,4,0,0,1,1
1Q06,4,1,3,0,1,1,1
CN1J8TTE2,9,6,3,0,0,1,1
FIT0232,7,3,4,0,0,1,1
trim pot,8,7,0,1,0,0,0
M2K2,4,2,2,0,0,1,1
JCS2,4,3,1,0,0,1,1
EECRG,5,5,0,0,0,0,1
NRC06F2201TRF,13,7,6,0,0,0,1
TA2617A,7,3,4,0,0,0,1
BAT54J,6,4,2,0,0,0,1
SR732BTTDR825F,14,8,6,0,0,0,1
TPS74801QRGWRQ1,15,9,6,0,0,1,1
AT32F403ARCT7,13,7,6,0,0,1,1
TNPW080556R0BEEA,16,9,7,0,0,0,1
0PTF0078P,9,4,5,0,1,0,1
7C42,4,1,3,0,1,1,1
5P49V6914A000NLGI8,18,7,11,0,1,1,1
4303,4,0,4,0,1,1,1
CGA4C2C0G2A102JT0Y0N,20,11,9,0,0,0,1
C1815,5,1,4,0,0,1,1
ENRC11202,9,4,5,0,0,1,1
1144,4,0,4,0,1,1,1
SBCW72LT1G,10,7,3,0,0,0,1
Through hole resistor,21,19,0,2,0,0,0
71001796,8,0,8,0,1,1,1
BCM54616SC0IFBG,15,9,6,0,0,0,1
RE1L002SNTL,11,7,4,0,0,0,1
GRM21BR10J105KC01K,18,9,9,0,0,0,1
ATL432BQDBZR,12,9,3,0,0,0,1
GJM0336C1E100JB01D,18,8,10,0,0,0,1
BCW72LT1G,9,6,3,0,0,0,1
BCM54640EB2KFBG,15,9,6,0,0,0,1
BCM5396IFBG,11,7,4,0,0,0,1
74LVX4245MTCX,13,7,6,0,1,0,1
1144,4,0,4,0,1,1,1
SMF15A,6,4,2,0,0,0,1
C1210C225K1RACTU,16,8,8,0,0,0,1
530480410,9,0,9,0,1,1,1
PGA900ARHH,10,7,3,0,0,0,1
UDZVTE1722B,11,7,4,0,0,0,1
1206X476M160NT,14,4,10,0,1,0,1
BQ24113ARHLR,12,7,5,0,0,0,1
BFC233660222,12,3,9,0,0,1,1
OPA378AIDBVR,12,9,3,0,0,0,1
DESD34VS2SO,11,8,3,0,0,0,1
61D318R03,9,2,7,0,1,1,1
ZUS102412,9,3,6,0,0,1,1
V300C12M75BL,12,5,7,0,0,0,1
jetson,6,6,0,0,0,0,0
RM06FTN30,9,5,4,0,0,1,1
eecs0h,6,5,1,0,0,0,1
TLV4197QPWRQ1,13,8,5,0,0,1,1
DRV8847PWPR,11,7,4,0,0,0,1
RK73H2ATTD1801F,15,8,7,0,0,0,1
BLE18PS080SH1D,14,8,6,0,0,0,1
TAS3002PFB,10,6,4,0,0,0,1
RK73H2ATTD3301F,15,8,7,0,0,0,1
TM4C129ENCPDTT3R,16,11,5,0,0,0,1
220uF 50V,9,3,5,1,1,0,0
T33L024,7,2,5,0,0,1,1
HD4N60,6,3,3,0,0,1,1
47nf,4,2,2,0,1,0,0
NICC5370001,11,4,7,0,0,1,1
dip female,10,9,0,1,0,0,0
octal line driver inverting,27,24,0,3,0,0,0
mems oscillators,16,15,0,1,0,0,0
3300,4,0,4,0,1,1,1
74LVC14ABQ,10,6,4,0,1,0,1
V300C28C75BL,12,5,7,0,0,0,1
C1608C0G1V153JT000N,19,7,12,0,0,0,1
GJM1555C1H2R0BB01D,18,9,9,0,0,0,1
UPC458G,7,4,3,0,0,0,1
V300C5M50BL,11,5,6,0,0,0,1
APM32F407VGT6,13,7,6,0,0,1,1
MAX25302BATD,12,7,5,0,0,0,1
LM5155QDSSRQ1,13,8,5,0,0,1,1
TS5A23159DGSR,13,7,6,0,0,0,1
dip female,10,9,0,1,0,0,0
3300,4,0,4,0,1,1,1
HSS2307A,8,4,4,0,0,0,1
LED 28V PNL,11,7,2,2,0,0,0
mems oscillators,16,15,0,1,0,0,0
NCP81296MNTXG,13,8,5,0,0,0,1
CRCW06036K98FKEAC,17,10,7,0,0,0,1
MAX4604ESE,10,6,4,0,0,0,1
BCM54616SC0KFBG,15,9,6,0,0,0,1
CRCW08054K70FKEAHP,18,11,7,0,0,0,1
GJM1555C1H8R0CB01D,18,9,9,0,0,0,1
5024850670,10,0,10,0,1,1,1
NB3U1548CDR2G,13,7,6,0,0,0,1
PA2754NL,8,4,4,0,0,0,1
BCM54616C0KFBG,14,8,6,0,0,0,1
BCM54612EB1KMLG,15,9,6,0,0,0,1
SPC5777CDK3MM03,15,8,7,0,0,1,1
NCK2910,7,3,4,0,0,1,1
132123,6,0,6,0,1,1,1
CYW20713A1KUBXG,15,9,6,0,0,0,1
SN74AC11D,9,5,4,0,0,0,1
EGVD,4,4,0,0,0,0,1
RK73H1JTTD1004F,15,8,7,0,0,0,1
RK73H2ATTD1002F,15,8,7,0,0,0,1
GRM1885C1HR50BA01,17,8,9,0,0,1,1
NCT5917W,8,4,4,0,0,0,1
MC9S12C64MFUE,13,8,5,0,0,0,1
atmel xmega 32a,15,11,2,2,0,0,0
220uF 50V,9,3,5,1,1,0,0
130186173,9,0,9,0,1,1,1
BFC236555,9,3,6,0,0,1,1
MCR01MZPJ103,12,7,5,0,0,1,1
S42C1637,8,2,6,0,0,1,1
AV34,4,2,2,0,0,1,1
TMK042CG6R1,11,6,5,0,0,1,1
B66310,6,1,5,0,0,1,1
C0603C471K5RAC,14,6,8,0,0,0,1
RKEF250,7,4,3,0,0,1,1
559350210,9,0,9,0,1,1,1
W25Q128,7,2,5,0,0,1,1
RT1206FRE,9,5,4,0,0,0,1
1210GC3,7,2,5,0,1,1,1
6627,4,0,4,0,1,1,1
TPSD477K,8,5,3,0,0,0,1
SG73S1JTTD137,13,7,6,0,0,1,1
5PGT,4,3,1,0,1,0,1
C1210C110M1,11,3,8,0,0,1,1
TK95G,5,3,2,0,0,0,1
RN732ATTD4532,13,6,7,0,0,1,1
MCZ1210DH500L2TA0G,18,9,9,0,0,0,1
2V7002LT1G,10,4,6,0,1,0,1
TPS26630,8,3,5,0,0,1,1
ad7091,6,2,4,0,0,1,1
LTC3110HUF,10,6,4,0,0,0,1
ES1D,4,3,1,0,0,0,1
MSP430F6777IPEU,15,8,7,0,0,0,1
4421,4,0,4,0,1,1,1
X34R32VF1,9,4,5,0,0,1,1
AD603AQ,7,4,3,0,0,0,1
22UF 10v 0805,13,3,8,2,1,1,0
LMZ36002RVQ,11,6,5,0,0,0,1
6627,4,0,4,0,1,1,1
Q65111A3964,11,2,9,0,0,1,1
2131,4,0,4,0,1,1,1
GRM31CR61E226KE15L,18,9,9,0,0,0,1
C1210C221G1,11,3,8,0,0,1,1
SQCSVA0R8,9,7,2,0,0,1,1
77629,5,0,5,0,1,1,1
DJ33541,7,2,5,0,0,1,1
1962030,7,0,7,0,1,1,1
8347,4,0,4,0,1,1,1
RXEF13,6,4,2,0,0,1,1
RN732BTTD250,12,6,6,0,0,1,1
2131,4,0,4,0,1,1,1
CRCW0805820RFKEA,16,9,7,0,0,0,1
MAX17320G2EVKIT,15,9,6,0,0,0,1
SUCW,4,4,0,0,0,0,1
14653,5,0,5,0,1,1,1
FB11,4,2,2,0,0,1,1
BC817,5,2,3,0,0,1,1
130112003,9,0,9,0,1,1,1
LQW18AN15NG00D,14,8,6,0,0,0,1
MURA105T3G,10,6,4,0,0,0,1
LTM9002,7,3,4,0,0,1,1
BCM5396KFBG,11,7,4,0,0,0,1
IRF9510SPBF,11,7,4,0,0,0,1
R15P21503D,10,3,7,0,0,0,1
mica,4,4,0,0,0,0,0
LED 28V PNL,11,7,2,2,0,0,0
SP0503BAHT,10,6,4,0,0,0,1
878341019,9,0,9,0,1,1,1
SMBJ11A,7,5,2,0,0,0,1
NCV8871FLYGEVB,14,10,4,0,0,0,1
IAUT150N10S5N035,16,7,9,0,0,1,1
C1608C0G1V153JT000N,19,7,12,0,0,0,1
URZ1C4,6,4,2,0,0,1,1
EGVD,4,4,0,0,0,0,1
ECR1HBK470MLL063011,19,9,10,0,0,1,1
D4A0500N,8,3,5,0,0,0,1
JCD050,6,3,3,0,0,1,1
0402ZD103KAT2A,14,6,8,0,1,0,1
RK73H2ATTD2703F,15,8,7,0,0,0,1
109BG24HC1,10,4,6,0,1,1,1
RN70,4,2,2,0,0,1,1
F464FC,6,3,3,0,0,0,1
OPA1656ID,9,5,4,0,0,0,1
solid state relay,17,15,0,2,0,0,0
ISM02,5,3,2,0,0,1,1
CRCW06032K94FKEA,16,9,7,0,0,0,1
0603SAJ0100T5E,14,5,9,0,1,0,1
Vishay MRS25,12,9,2,1,0,1,0
CL05A104KQ5NNNC,15,9,6,0,0,0,1
VJ0603A7R0DXAAP31,17,9,8,0,0,1,1
SM77D,5,3,2,0,0,0,1
AND6,4,3,1,0,0,1,1
flat ribbon cable,17,15,0,2,0,0,0
RK73H2ATTD4703F,15,8,7,0,0,0,1
1825HC472KAT1A,14,6,8,0,1,0,1
FC0603E50R0BTBST1,17,9,8,0,0,1,1
MC9S12DG128CFUE,15,9,6,0,0,0,1
TCA9554APWR,11,7,4,0,0,0,1
APH27P60,8,4,4,0,0,1,1
STK4141,7,3,4,0,0,1,1
MS621FE,7,4,3,0,0,0,1
TPS54561DPRR,12,7,5,0,0,0,1
PXT4403,7,3,4,0,0,1,1
AD977BRZ,8,5,3,0,0,0,1
AP1539,6,2,4,0,0,1,1
bzg03c150,9,4,5,0,0,1,1
UMK107B7332KAHT,15,8,7,0,0,0,1
06035A331JAT2A,14,5,9,0,1,0,1
TPS79501DRBR,12,7,5,0,0,0,1
LPC1820FBD144,13,6,7,0,0,1,1
6627,4,0,4,0,1,1,1
MC33664ATL1EG,13,7,6,0,0,0,1
C1812X152M,10,3,7,0,0,0,1
1825J0630153,12,1,11,0,1,1,1
PTN0805E59,10,4,6,0,0,1,1
NB06,4,2,2,0,0,1,1
RK73H2BTTD10RF,14,9,5,0,0,0,1
NRVTS260ESF,11,8,3,0,0,0,1
dip female,10,9,0,1,0,0,0
GCM155R71C333KA37D,18,8,10,0,0,0,1
534200000,9,0,9,0,1,1,1
BCM54616SC0KFBG,15,9,6,0,0,0,1
UCTTM5,6,5,1,0,0,1,1
74HCT1G32GV,11,6,5,0,1,0,1
EMK105BJ105KVHF,15,9,6,0,0,0,1
NJM79M12FA,10,6,4,0,0,0,1
RK73H2BTTD33R0F,15,9,6,0,0,0,1
MAX13485,8,3,5,0,0,1,1
TAJA104M035RNJ,14,8,6,0,0,0,1
Z3OC1T8219731,13,4,9,0,0,1,1
BCM54616SC0IFBG,15,9,6,0,0,0,1
DCM2322T72S53A0,15,6,9,0,0,1,1
vishay resistor,15,14,0,1,0,0,0
Vishay MRS25,12,9,2,1,0,1,0
RK73H2BTTD1003F,15,8,7,0,0,0,1
DMO365R,7,4,3,0,0,0,1
15300027,8,0,8,0,1,1,1
CC0402CRNPO9BNR70,17,10,7,0,0,1,1
109D,4,1,3,0,1,0,1
BCM54811A2KMLG,14,8,6,0,0,0,1
MC74VHC1G09D,12,7,5,0,0,0,1
BCM5482SA2KFBG,14,9,5,0,0,0,1
LQW18AN15NG00D,14,8,6,0,0,0,1
SKQYPDE010,10,7,3,0,0,1,1
9454001560,11,0,11,0,1,1,1
SLPPA25BS,9,7,2,0,0,0,1
C0805C474J4RAC,14,6,8,0,0,0,1
BQ51003YFP,10,5,5,0,0,0,1
Limit Switches SPDT 4A at 28VDC Enclosed Switch,47,37,3,7,0,0,0
R5F100GLAFB,11,7,4,0,0,0,1
